,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
125934,OZhRvcJ8WjnvRaRQVirD6w,"""China Star""",Cudell,"""3283 W 117th""",Cleveland,OH,44111,41.4629421368,-81.76851511,3.0,9,1,Cantonese;Restaurants;Szechuan;Chinese
125957,KWKZvqNtsnPQltn6ZxOjDw,"""Al-Meezans Spicy Grill""",Etobicoke,"""670 Rexdale Boulevard, Unit 4""",Toronto,ON,M9W 0B5,43.7207405,-79.6131185,3.0,13,1,Restaurants;Afghan;Middle Eastern;Halal
125971,eZcCFV-8X91ZSnmB9807bw,"""The Cheesecake Factory""",Westside,"""750 S Rampart Blvd, Bldg 17""",Las Vegas,NV,89145,36.1646282753,-115.28920699,3.5,569,1,Food;American (New);Restaurants;Desserts;American (Traditional)
125973,42yLya7lhe7TQGz3KEdKAw,"""#1 Hawaiian Barbecue""",Southeast,"""5905 S Eastern Ave, Ste 105""",Las Vegas,NV,89119,36.0819824,-115.1196025,3.5,32,1,Restaurants;Hawaiian;Seafood;Barbeque
125978,Yl2TN9c23ZGLUBSD9ks5Uw,"""Byblos""",Entertainment District,"""11 Duncan Street""",Toronto,ON,M5V 3M2,43.6474337,-79.3881932,4.5,556,1,Restaurants;Middle Eastern;Mediterranean
125983,Rnck2nc0j-FbolNiae2grg,"""Golden Asian Cuisine""",Etobicoke,"""123 Rexdale Blvd""",Toronto,ON,M9W 0B1,43.71187,-79.5653778,4.0,16,1,Restaurants;Asian Fusion
125988,MDiH8mNfMCRV_UHGZ3VXxQ,"""Tandori""",Ville-Marie,"""705 Rue Ste-Catherine Ouest""",Montréal,QC,H3B 4G5,45.50361,-73.571405,3.0,8,1,Restaurants;Fast Food;Indian
126022,EiEaPRsi2AW3j3xraIssrA,"""Bronze Cafe at The Market""",Downtown,"""611 Fremont St""",Las Vegas,NV,89101,36.1682699,-115.1391277,4.5,95,1,Restaurants;Vegan;Juice Bars & Smoothies;Sandwiches;Grocery;Food;Salad
126039,5-KisjcYyWN6Fwcp-wDYmw,"""Urban Eatery at the Eaton Centre""",Downtown Core,"""Eaton Centre, 220 Yonge St, Ste 110""",Toronto,ON,M5B 2L7,43.6557636173,-79.3811774254,3.5,58,1,Restaurants;Fast Food
126061,e3PBfbtXUjMziX6XGsOMoA,"""Cafe Sanuki""",Chinatown,"""4821 Spring Mountain Rd, Ste G""",Las Vegas,NV,89102,36.1259770357,-115.207057334,4.5,110,1,Cafes;Restaurants;Soup;Japanese;Noodles
126078,yEgnxd3aUUgUoG7qJiuDlQ,"""Oro Restaurant""",Downtown Core,"""45 Elm Street""",Toronto,ON,M5G 1H1,43.6573002,-79.3838275,4.0,48,1,Seafood;Mediterranean;Italian;Restaurants
126082,l1hqzJAIYEs3NQYqjH_kxA,"""Vespucci Pizza""",The Hill District,"""1710 Forbes Ave""",Pittsburgh,PA,15219,40.4373591,-79.9822345,2.5,17,1,Italian;Restaurants;Salad;Pizza
126102,UdC4xRKTFQPOhkc6vPVwvA,"""Loose Caboose""",Spring Valley,"""4045 S Buffalo Dr""",Las Vegas,NV,89147,36.1153986,-115.2626207,3.5,8,1,Restaurants
126103,gfQhyD8c2DOdE2zqsC0bkw,"""Mamma's Pizzeria""",Plateau-Mont-Royal,"""75 Avenue de Pins O""",Montréal,QC,H2W,45.5142908,-73.5759106,3.0,8,1,Restaurants;Burgers;Pizza;Italian;Fast Food
126104,rkF_WvWIHqM1TfYtoPTvNw,"""Sushi Rock""",Yonge and Eglinton,"""2359 Yonge Street""",Toronto,ON,M4P 2C8,43.7091119,-79.3985528,3.0,71,1,Sushi Bars;Restaurants;Japanese
126142,JpE8ZE_wAsr2elVLoyFQOg,"""Fork&Knife Kitchen""",Southeast,"""""",Las Vegas,NV,89120,36.0833352,-115.0999753,5.0,7,1,Restaurants;Food;Food Delivery Services
126145,-vlCUSW2lNPkmfBcewWxVA,"""Restaurant Zibo""",Sud-Ouest,"""90 Rue Peel""",Montréal,QC,H3C 0L8,45.4931107734,-73.5570335149,3.0,21,1,Pizza;Canadian (New);Restaurants;Sandwiches
126149,eDK7ns2bB8pmQCoZMy3Idg,"""San Salvador Restaurant""",Downtown,"""2211 S Maryland Pkwy""",Las Vegas,NV,89104,36.1457682,-115.1366586,3.5,47,1,Latin American;Salvadoran;Mexican;Restaurants
126191,UOOqfmHLIok1l3q3l32YCQ,"""It's Greek To You""",Tower City,"""230 W Huron Rd, Ste 8560""",Cleveland,OH,44113,41.4969048,-81.6936185,3.0,8,1,Greek;Restaurants
126212,sKwH6dkB6PEWLxyp0ICLkg,"""King George's Arms""",Scarborough,"""2501 Victoria Park Road""",Toronto,ON,M2J,43.771884,-79.3213701,3.5,17,1,Pubs;Chicken Wings;Nightlife;Bars;Restaurants
126218,VgWvHMs5TJ2lr0ec2DaMtQ,"""Bae Bae's Kitchen""",Downtown,"""951 Liberty Ave""",Pittsburgh,PA,15222,40.4435133921,-79.9961381391,4.5,40,1,Vegetarian;Asian Fusion;Korean;Restaurants;Cafes;Vegan
126229,ZDPlCSHN2hdJSFVXFkaL7w,"""Millie Cafe""",Unionville,"""8321 Kennedy Road, Unit 1065""",Markham,ON,L3R 1J5,43.856041,-79.304458,3.5,50,1,Desserts;Restaurants;Food;Japanese
126230,aoXb8mDCyb-XbkITiIfYVA,"""Sbarro""",The Strip,"""3645 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1138813378,-115.168983289,2.5,40,1,Pizza;Salad;Restaurants;Italian
126231,yHIm8z6U4MAVRurRb8BuyQ,"""Mom's Kitchen""",Unionville,"""28 S Unionville Avenue, Unit 1059""",Markham,ON,L3R 1J5,43.8560961781,-79.3041536159,3.0,28,1,Korean;Restaurants
126248,UNlHO5PyA--hSM4SvbPGyg,"""Reliable Fish & Chips""",Leslieville,"""954 Queen Street E""",Toronto,ON,M4M 1J7,43.6609761,-79.3410002,4.0,44,1,Fish & Chips;Restaurants
126263,JHN09M-CRTGln2rRnS9hWw,"""McDonald's""",Eastside,"""3700 Paradise Rd""",Las Vegas,NV,89109,36.1221086,-115.1543904,1.5,65,1,Restaurants;Burgers;Fast Food
126276,Jl-NFBNJ0PeIAfO_bDLojQ,"""Vivo Kitchen""",Sewickley,"""432 Beaver St""",Sewickley,PA,15143,40.5404073741,-80.1807505065,3.5,48,1,Restaurants;Italian
126283,A96UMn--KouLcMO6DUi8Ng,"""Family Restaurant""",Carrick,"""2614 Brownsville Rd""",Pittsburgh,PA,15227,40.3850657503,-79.9783793092,5.0,37,1,Middle Eastern;Restaurants;American (New);Greek;Pizza
126302,6d5Is-CXRaisJrkuynkTrA,"""Olly Bongo's""",West End,"""97-101 Morrison St""",Edinburgh,EDH,EH3 8BX,55.9458098,-3.2098571,4.0,6,1,Bagels;Sandwiches;Restaurants;Coffee & Tea;Food
126315,fPmPROBqVT8-D-aTc6VBEQ,"""Al-basha Mediterranean Grill & Hookah""",Eastland,"""3145 N Sharon Amity Rd, Ste A""",Charlotte,NC,28205,35.2035786448,-80.7605652134,4.5,26,1,Juice Bars & Smoothies;Bars;Nightlife;Mediterranean;Restaurants;Falafel;Hookah Bars;Food
126349,1SE9f6TEV5XhnTuuK01xwA,"""Wingstop""",Eastside,"""3910 S Maryland Pkwy""",Las Vegas,NV,89119,36.1179083858,-115.137138704,3.0,150,1,Fast Food;Restaurants;Chicken Wings;Food
126354,URn9u7InvoqmvLHWSlKuoA,"""Monte's Pizza Restaurant""",Sunrise,"""1288 S Nellis Blvd""",Las Vegas,NV,89104,36.1573631,-115.0620928,2.5,7,1,Restaurants;Pizza
126355,d8Kz48UDfZ0MPuQpGy2r0Q,"""Kost""",Entertainment District,"""80 Blue Jays Way, 44th Floor""",Toronto,ON,M5V 2G3,43.64531,-79.392459,3.5,18,1,American (Traditional);Bars;Nightlife;Mexican;Lounges;Restaurants
126381,Gswrq0e0dLBXIBCwN7OzmQ,"""The Brogue Inn""",Port Credit,"""136 Lakeshore Road East""",Mississauga,ON,L5G 1E6,43.5552401,-79.5822045,4.0,30,1,Pubs;Bars;Event Planning & Services;Hotels;Hotels & Travel;Restaurants;Nightlife;Irish
126383,IUv-dRWHyds6ncxqVcxpGQ,"""Tru Taco""",Uptown,"""200 S College St""",Charlotte,NC,28202,35.2253736,-80.8438827,3.5,28,1,Restaurants;Mexican
126396,x4cCFdLMKOudfIyxOMtUJA,"""Pizzeria Melrose""",Notre-Dame-de-Grâce,"""5779 Sherbrooke O""",Montréal,QC,H4A 1X2,45.470177,-73.617048,3.5,19,1,Restaurants;Pizza;Italian
126413,_kbxNHWv2Z6o-TJZKWmzhg,"""Cafe Bene""",Willowdale,"""5519 Yonge Street""",North York,ON,M2N 5S1,43.7783527,-79.4148817,3.5,75,1,Restaurants;Korean;Desserts;Coffee & Tea;Food
126423,76n9653P0O9HJsGy7HrFvw,"""McDonald's""",Cotswold,"""1035 N Wendover Rd""",Charlotte,NC,28211,35.1928794,-80.7956931,2.0,11,1,Fast Food;Burgers;Restaurants
126436,nPBG-UbMHDMdcnW-HncZNA,"""Wing King""",Spring Valley,"""4235 S Fort Apache Rd, Ste 260""",Las Vegas,NV,89147,36.1124402912,-115.298360157,4.0,122,1,Chicken Wings;Restaurants;Pizza;Burgers
126447,gdWy-x5KbCbMrwIwI87mMg,"""Old Homestead Steakhouse""",The Strip,"""3570 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1169221843,-115.175010956,4.0,426,1,Restaurants;Steakhouses
126453,fxZOOJtT6Zau7Asmppigkg,"""Potenza Pizza and Pasta""",Bloomfield,"""4709 Centre Ave""",Pittsburgh,PA,15213,40.4528463,-79.9493314,3.0,34,1,Italian;Food;Restaurants;Sandwiches;Caterers;Event Planning & Services;Food Delivery Services;Pizza
126455,9Oc8UhYNarSisYM9SEBsKQ,"""Chop Steakhouse & Bar""",Etobicoke,"""801 Dixon Road""",Toronto,ON,M9W 1J5,43.6866977,-79.5876065,4.0,129,1,Restaurants;Seafood;Nightlife;Steakhouses;Lounges;Bars
126467,wpQsmMvdhefqIlxvRt_Jbg,"""DonDon Izakaya""",Downtown Core,"""130 Dundas Street West""",Toronto,ON,M5G 1C3,43.6557407,-79.3846245,3.0,254,1,Tapas Bars;Japanese;Restaurants;Tapas/Small Plates
126468,3D-FJxp8bsBzm3zJVqs92g,"""OverEasy Restaurant""",The Annex,"""208 Bloor Street W""",Toronto,ON,M5S 3B4,43.6686182,-79.3958209,3.0,139,1,Breakfast & Brunch;Restaurants
126470,esnvHQxunLTAckQpntqbCg,"""Stelvio""",Queen Street West,"""354 Queen Street W""",Toronto,ON,M5V 2A5,43.649212,-79.395485,4.0,70,1,Italian;Restaurants
126482,Bk_5n1l2_Rn_qvRRHFk1pg,"""Café Cantina""",Sud-Ouest,"""1880 Rue Centre""",Montréal,QC,H3K 1H9,45.4826632,-73.5622377,4.0,18,1,Mexican;Restaurants
126492,k-XN0KuOWPU5xZlfXOVSlA,"""Ninja City Kitchen and Bar""",University,"""11311 Euclid Ave""",Cleveland,OH,44106,41.5088944,-81.6054489,3.5,154,1,Nightlife;Japanese;Restaurants;Bars;Asian Fusion;Ramen
126509,WSVLZy-A3sznGSWyjnDbmg,"""Nextdoor Pub & Grill""",Notre-Dame-de-Grâce,"""5175 Rue Sherbrooke Ouest""",Montréal,QC,H4A 1T5,45.4754916,-73.6076888,4.0,34,1,Canadian (New);Food;Restaurants;Beer;Wine & Spirits;Nightlife;Bars;Pubs
126526,i3rdifli2uVDfAn5-E4jmg,"""Palais d'Ajit""",Verdun,"""4801 Rue de Verdun""",Verdun,QC,H4G 1N2,45.4574113,-73.5719914,4.0,27,1,Restaurants;Indian
126535,h7s4MRVvB726jWHCHiQ9kw,"""Texas de Brazil""",Southeast,"""6533 Las Vegas Blvd S""",Las Vegas,NV,89119,36.0701338,-115.1753307,4.5,507,1,Venues & Event Spaces;Restaurants;Brazilian;Event Planning & Services;Steakhouses
126553,I3S2BseRUaSHuTSsYivMlw,"""La Taguara Johnson""",Tenney - Lapham,"""827 E Johnson S""",Madison,WI,53703,43.0837548,-89.3769209,4.5,26,1,Caribbean;Restaurants;Brazilian;Latin American;Venezuelan;Colombian;Cuban
126562,ACFtxLv8pGrrxMm6EgjreA,"""Five Guys""",Ville-Marie,"""698 Rue Sainte-Catherine O""",Montréal,QC,H3B 1B9,45.5025101,-73.5701189,3.5,61,1,Fast Food;Restaurants;Burgers
126581,uFZ7Q8JCgGJAaObiYs3ksg,"""Bord'Elle Boutique Bar and Eatery""",Ville-Marie,"""390 Rue Saint-jacques""",Montréal,QC,H2Y 1S1,45.501894,-73.5597198,3.5,21,1,Nightlife;Tapas Bars;Bars;Restaurants;Cocktail Bars
126585,9xAQPtjOf92wLjMHPWYEpA,"""Cili""",Southeast,"""5160 Las Vegas Blvd S""",Las Vegas,NV,89119,36.0831298389,-115.175365358,4.0,58,1,Seafood;Restaurants;Venues & Event Spaces;Event Planning & Services;Wedding Planning;American (New)
126600,aY26EcqiP-AbcKTn23PqpQ,"""The Bagel Stop Yonge Eglinton Centre""",Yonge and Eglinton,"""2300 Yonge St""",Toronto,ON,M4P 1E4,43.7071315,-79.399106,3.5,10,1,Restaurants;Breakfast & Brunch
126609,lW4OdDBuPMso9BESHWaxig,"""Citizenry""",West Queen West,"""982 Queen Street W""",Toronto,ON,M6J 1H1,43.6443817,-79.4180394,4.5,14,1,Restaurants;Shopping;Cafes;Coffee & Tea;Fashion;Women's Clothing;Food
126624,Yp9w4nhUowBU_IS_StFXbQ,"""Tableau""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1258833751,-115.165145515,4.0,416,1,French;Restaurants;American (New);Mexican
126630,Mk_NJdCypVpNe6yGgymkbw,"""Pios Pios Ice Cream Shop""",Eastside,"""2660 S Maryland Pkwy, Ste 20""",Las Vegas,NV,89109,36.141477489,-115.135794729,4.5,6,1,Desserts;Latin American;Food;Juice Bars & Smoothies;Restaurants;Gelato;Ice Cream & Frozen Yogurt
126632,ZXP_Oc5w6_amPoAHFFHHUw,"""Via Marcello""",Saint-Laurent,"""1790 Boulevard de la Côte-Vertu""",Montréal,QC,H4L 2A6,45.5106594,-73.6871423,3.5,6,1,Restaurants;Italian
126655,lpW5eMwhe1DF5eGQOAAeng,"""Frite Alors!""",Villeray-Saint-Michel-Parc-Extension,"""171 Villeray""",Montréal,QC,H2R 1G4,45.5387266,-73.6243668,3.5,14,1,Canadian (New);Belgian;Restaurants
126679,sYSlKRCWmVeQr1hA6-WUzw,"""Fresh on Eglinton""",Yonge and Eglinton,"""90 Eglinton Avenue E""",Toronto,ON,M4P 2Y3,43.7074975862,-79.3955600336,3.5,123,1,Vegan;Health Markets;Specialty Food;Restaurants;Vegetarian;Food
126694,ZliwQrjUnAosBLM8W_bsGQ,"""Grampa's Pizzeria""",Williamson - Marquette,"""1374 Willamson St""",Madison,WI,53703,43.085616,-89.361521,4.5,212,1,Nightlife;Food;Pizza;Restaurants;Bars
126699,DfhzmbGPKGYSzFQ2iKrLRw,"""Pizzeria Jacques Cartier""",Ville-Marie,"""444 Jacques-Cartier Place""",Montréal,QC,H2Y 3B3,45.5078655,-73.5535222,2.0,6,1,Pizza;Restaurants
126705,d_ROFxj7n27aJb6CxJesAg,"""Sonoya Japanese Noodle House""",Brown's Corners,"""3235 Highway 7 E, Unit 22""",Markham,ON,L3R 3P3,43.848365,-79.3487898,3.0,85,1,Restaurants;Japanese
126706,cdM5AEK3ff832Z8gFe1Lzg,"""Restaurant Chase""",Notre-Dame-de-Grâce,"""5672 De Monkland Av""",Montréal,QC,H4A 1E4,45.4746951,-73.6233762,4.0,12,1,Mediterranean;Restaurants
126713,qdnR6gD22YZWlI-jkQ1vUg,"""Le Saint Jacques""",Mercier-Hochelaga-Maisonneuve,"""6001 De Jumonville""",Montréal,QC,H1M 1R5,45.5781053608,-73.5500176048,4.5,6,1,Restaurants;Italian
126719,HG9m9eldYtnX_UeMt4Yy2w,"""369 Shanghai Dim Sum""",Unionville,"""8380 Kennedy Road""",Markham,ON,L3R 0W4,43.8607259,-79.304713,3.5,71,1,Restaurants;Chinese;Dim Sum
126722,TQqhfjlPVEz41K_wAogQSQ,"""Luigi's""",Westmorland,"""515 S Midvale Blvd""",Madison,WI,53711,43.0548519,-89.450401,3.5,96,1,Restaurants;Italian;Pizza
126723,qEiyiXdSRlpwPvWKB5ftdA,"""Daeco Sushi""",Yonge and St. Clair,"""40 St Clair Avenue W""",Toronto,ON,M4V 1M2,43.6881156,-79.3957507,4.0,22,1,Sushi Bars;Restaurants;Japanese
126730,5rWS10zVUc2Lqv4BVgrjJw,"""Ryú""",Ville-Marie,"""1468 Rue Peel""",Montréal,QC,H3A 1S8,45.500548,-73.57432,4.0,15,1,Restaurants;Japanese;Asian Fusion;Sushi Bars
126737,8kToK23uEo5su6VftV8ZOg,"""The Right Wing Sport Pub""",Yonge and Eglinton,"""2497 Yonge Street""",Toronto,ON,M4P,43.7120094,-79.3990914,3.0,41,1,Restaurants;Burgers;Nightlife;Sports Bars;Bars;Chicken Wings
126742,2ivGlp_mVzwFaPjatAERXg,"""Tacos Mexico""",Downtown,"""1205 E Charleston Blvd""",Las Vegas,NV,89104,36.1590999,-115.1361754,2.5,35,1,Restaurants;Mexican
126752,4_GIJk0tX3k0x0FcUv4sNA,"""Basil Thai Kitchen""",The Danforth,"""2326 Danforth Ave""",Toronto,ON,M4C 1K7,43.6871826,-79.3070536,4.0,36,1,Malaysian;Thai;Restaurants
126754,l9vx-OTdDPU-oHZ17aVxdg,"""Federick Restaurant""",Box Grove,"""160 New Delhi Drive, Suite 25""",Markham,ON,L3S 0B6,43.8512145,-79.2533541,4.0,140,1,Restaurants;Chinese
126801,VkdUpbDrxaPGdNXpWpKh9Q,"""Love Chix""",The Junction,"""1588 Dupont Street""",Toronto,ON,M6P 3S6,43.6651988619,-79.4542748405,4.0,21,1,Chicken Shop;Restaurants
126832,Lk2I8GTjKLd_R1drktNWNg,"""Pickle Barrel""",Yonge and Eglinton,"""2300 Yonge Street""",Toronto,ON,M4P 1E4,43.7072717,-79.3995546,2.0,128,1,American (New);Bars;Breakfast & Brunch;Restaurants;Canadian (New);Nightlife
126851,nbQH8MXjxqsDzHRNTZ8esQ,"""Zuma Las Vegas""",The Strip,"""3708 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1097544,-115.1738726,4.5,165,1,Japanese;Bars;Sushi Bars;Restaurants;Nightlife
126856,adI5BlJCtvWq2uAwmyndXA,"""Chop Chop""",West End,"""248 Morrison Street""",Edinburgh,EDH,EH3 8DT,55.9462026,-3.2160217,3.5,56,1,Restaurants;Chinese
126874,tX6kAoxMCJjLU5BikGpUdA,"""Stop BBQ Chicken""",Wallace Emerson,"""1216 Dufferin Street""",Toronto,ON,M6H 4C1,43.665867,-79.4380652,4.0,6,1,Restaurants;Portuguese;Barbeque;Brazilian
126881,frN0bgi3zI8jgoswXstc3g,"""Restaurant Kicho""",Heusteigviertel,"""Jakobstr. 19""",Stuttgart,BW,70182,48.7715,9.18217,4.0,70,1,Sushi Bars;Restaurants;Japanese
126884,7xfeQhen2wLnvFuQNvmTAg,"""Tandul""",Tremont,"""2505 Professor Ave""",Cleveland,OH,44113,41.477946,-81.682566,4.0,131,1,Indian;Nightlife;Buffets;Restaurants;Bars
126888,SsSfeftxVU-VfM2jkoIiCA,"""El Meson""",Lachine,"""1678 Boulevard Saint-Joseph""",Lachine,QC,H8S 2N1,45.4327,-73.679468,4.0,30,1,Mexican;Latin American;Restaurants
126924,Da6_mToH_MY1bWnC3xF0tw,"""Mariscos El Dorado""",Downtown,"""2021 E Charleston Blvd""",Las Vegas,NV,89104,36.1591481589,-115.120803572,4.0,40,1,Mexican;Restaurants;Dance Clubs;Nightlife;Seafood;Bars
126929,FZdKPvL8MHq22FB83vhAxw,"""Il Pomodoro""",Rathaus,"""Wilhelmsplatz 4""",Stuttgart,BW,70182,48.7716,9.17882,4.0,86,1,Italian;Pizza;Restaurants
126953,w-qFEyBuVKyQ_b81jRig2w,"""Thirsty Scholar Bar & Grille""",Oakland,"""3610 Fifth Ave""",Pittsburgh,PA,15213,40.4414823439,-79.9586161226,3.5,8,1,Beer;Wine & Spirits;Beer Bar;American (Traditional);Nightlife;Bars;Restaurants;Sports Bars;Cocktail Bars;Food
126959,zJLkbPcEpYpkbU_aLsXtMQ,"""The Restaurant at Platinum""",Eastside,"""211 E Flamingo Rd""",Las Vegas,NV,89169,36.1138052,-115.1630001,3.0,7,1,Restaurants;American (New)
126960,QOlpCzJnVdcnxAmuIwdtEQ,"""Lattuca Barbecue""",Ville-Marie,"""15 Rue de la Commune O""",Montréal,QC,H2Y 2C6,45.5049453,-73.5535082,4.5,97,1,Barbeque;Caterers;Event Planning & Services;Southern;Restaurants
126964,3BFNu93y2aegJPbVD2tTMg,"""Bodrick's Bar-B-Q Rib Tips""",North Charlotte,"""3701 Statesville Ave""",Charlotte,NC,28206,35.2687693,-80.8378516,3.5,9,1,Barbeque;Restaurants
126968,azxeH9W14hzFnZyuOm8JdQ,"""Chophouse & Brewery""",Southeast,"""1198-1000 Sir Patrick Ave""",Las Vegas,NV,89119,36.0858850095,-115.137501955,3.0,178,1,Sports Bars;Nightlife;Bars;Restaurants;Steakhouses
126987,9Ltfy9Hgizai-OT9LoD4HA,"""Banu""",Niagara,"""777 Queen Street W""",Toronto,ON,M6J 1G1,43.6461799,-79.4079871,3.0,119,1,Nightlife;Restaurants;Hookah Bars;Persian/Iranian;Bars
126992,M9JpXoyxm_ZFY1zVmHgwTA,"""Au Bon Pain""",Downtown,"""347 6th Ave""",Pittsburgh,PA,15229,40.4404759529,-79.9990061671,3.5,6,1,Cafes;Restaurants
127009,H5PdoEWleg9uDU67ZAy6JA,"""Mixtape""",Garfield,"""4907 Penn Ave""",Pittsburgh,PA,15224,40.4654736,-79.944844,4.5,35,1,Music Venues;Cafes;Dance Clubs;Coffee & Tea;Food;Restaurants;Event Planning & Services;Nightlife;Bars;Vegan;Venues & Event Spaces;Cocktail Bars;Arts & Entertainment;Juice Bars & Smoothies;Lounges
127013,sA-YqTMe2bJmg1MgbfowuA,"""Whisked Gluten-Free""",Scarborough,"""1970 Ellesmere Rd, Unit 4""",Toronto,ON,M1H 2W1,43.7759371097,-79.2384229384,4.0,19,1,Restaurants;Food;Desserts;Gluten-Free;Bakeries
127032,a3ZqjElMgAe924sbXZVcvA,"""Sciulli's Pizza""",Oakland,"""3404 5th Ave""",Pittsburgh,PA,15213,40.439118,-79.961792,4.5,10,1,Pizza;Restaurants
127052,Dkx_UjNhbXB-P0oyKqbTPA,"""Clubhouse Sandwich Shop""",Chinatown,"""455 Spadina Avenue""",Toronto,ON,M5S 2G7,43.6582889,-79.3998991,4.0,84,1,Sandwiches;Restaurants
127055,hojZyJk1Wf2UE2CpG7cgIg,"""Freddy's Frozen Custard & Steakburgers""",Southeast,"""9809 S Eastern Ave""",Las Vegas,NV,89183,36.0110778809,-115.11932373,4.0,353,1,Fast Food;Ice Cream & Frozen Yogurt;Food;Burgers;Restaurants
127059,O2OD-ojkZXsSbFyzpuvtIA,"""Ladonia Cafe""",Capitol,"""Mifflin And Pinckney""",Madison,WI,53703,43.0762856935,-89.3839881197,5.0,15,1,Vegetarian;Food Stands;Restaurants;Vegan;Food;Cafes;Food Trucks
127065,Gen0ei06dGq13OJ8DRXUjg,"""Metro Pizza""",Southeast,"""1395 E Tropicana Ave""",Las Vegas,NV,89119,36.1003454,-115.1342997,4.0,351,1,Restaurants;Pizza;Italian
127066,tE4H7SuEBCdF8O-BMAAB6g,"""Papa John's Pizza""",Bloomfield,"""4815 Centre Ave, Ste 4""",Pittsburgh,PA,15213,40.4537413,-79.9469394,2.5,19,1,Pizza;Restaurants
127073,9BBWtaSvsootDkKTVBgv_A,"""Jasmine Buffet""",Steele Creek,"""2305 Westinghouse Blvd, Ste A""",Charlotte,NC,28273,35.129892,-80.944694,3.5,95,1,Restaurants;Buffets;Asian Fusion;Chinese;Japanese
127083,BosHv6PCo9rLGYc6Iu6TyA,"""Sunset Grill""",Lisgar,"""3-3021 Argentia Rd""",Mississauga,ON,L5N 8P7,43.5968235,-79.7856524,3.0,7,1,Restaurants;Canadian (New);Breakfast & Brunch;American (Traditional);Diners
127108,k6zmSLmYAquCpJGKNnTgSQ,"""The Stockyards""",Wychwood,"""699 Saint Clair Avenue W""",Toronto,ON,M6C 1B2,43.6813458,-79.426147,4.0,646,1,Barbeque;Restaurants;American (Traditional);Southern
127161,oDQG-l5jts3-M2r9xKquyA,"""Dairy Queen""",Centennial,"""7785 N Durango Dr, Ste 100""",Las Vegas,NV,89131,36.3027192,-115.2822117,2.5,48,1,Ice Cream & Frozen Yogurt;Fast Food;Food;Juice Bars & Smoothies;Restaurants
127171,ruwtUF73lYV-Yjul5AS26A,"""La Costa Restaurant""",Eastside,"""870 Sierra Vista Dr""",Las Vegas,NV,89169,36.127192,-115.144873,4.0,6,1,Restaurants;Mexican
127190,AatMT18wQ9QTgb5yKebtEw,"""Paintlounge""",Leslieville,"""1173 Queen Street E""",Toronto,ON,M4M 1L5,43.6626297,-79.3325495,4.5,8,1,Event Planning & Services;Cafes;Restaurants;Arts & Entertainment;Team Building Activities
127206,ddouZi236BpT15DzXjRHiA,"""Ki Ramen""",Lawrenceville,"""4401 Butler St""",Pittsburgh,PA,15201,40.4716887,-79.959902,3.5,85,1,Bars;Noodles;Ramen;Japanese;Nightlife;Restaurants
127218,KjK4-xeXgrtQRqCwFs-u6w,"""Belle Restaurant and Bar""",Willowdale,"""4949 Bathurst Street, Unit 5""",North York,ON,M2R 1Y1,43.7743346,-79.4422995,4.0,12,1,Middle Eastern;Bars;Restaurants;Nightlife
127219,1kHr1RTkm_J-dfrq-HPBug,"""Viva El Taco""",Sunrise,"""6775 E Lake Mead Blvd, Ste 2""",Las Vegas,NV,89156,36.195232,-115.0238251,3.5,30,1,Mexican;Restaurants
127226,MLfxCa6B5LgVDaKNQvvnzw,"""Wild Wing""",Scarborough,"""6015 Steeles""",Toronto,ON,M1X 0B1,43.8354445,-79.2538336,1.5,22,1,Diners;Restaurants
127231,Iyt5sJVjyCvVS2p8Xw0I6A,"""Zoës Kitchen""",Myers Park,"""1055 Metropolitan Ave, Ste 110""",Charlotte,NC,28204,35.213101,-80.8349045,3.5,168,1,Restaurants;Greek;Sandwiches;Vegetarian;Salad;Mediterranean;Southern
127234,Ze4VPogvcD7inc3QuvY_yg,"""The Markham Station Restaurant""",Scarborough,"""5117 Sheppard Avenue E""",Toronto,ON,M1S 4N8,43.7935985,-79.2399925,2.5,123,1,Restaurants;Breakfast & Brunch;Canadian (New)
127268,XBEx2FI2GKmsjs7eWNr7Lw,"""Juice 'N' Go""",Westside,"""1735 S Rainbow Blvd""",Las Vegas,NV,89146,36.1525834,-115.2435895,4.5,259,1,Food;Brazilian;Juice Bars & Smoothies;Ice Cream & Frozen Yogurt;Restaurants
127273,oC12xE6k9E-EZVQGib5_cg,"""New Chapter""",Cannonmills,"""18 Eyre Terrace""",Edinburgh,EDH,EH3 5ER,55.9610218421,-3.1995132565,4.5,8,1,British;Restaurants
127285,p5uB6cp17euTJSG6AV3f4Q,"""Rose's Braai""",Gateway District,"""401 Euclid Ave""",Cleveland,OH,44114,41.4999744,-81.6902403,4.5,9,1,Barbeque;Restaurants
127308,uFjq6Xn9HAUVpFz4cAr56w,"""Dundees Deli & Bar & Grill""",Ville-Marie,"""2010 Crescent Rue""",Montréal,QC,H3G 2B8,45.4981255,-73.5776935,3.0,61,1,Restaurants;Sandwiches;Delis
